question,detail_id
โดยแต่ละรายการจะมีนักกีฬากี่คน,47y2TijccBPElLnmTjtN
ศรนารายณ์ ส.สมหมาย ทำอาชีพอะไร,48VMTxQmXDXmm3lNaovs
ศรนารายณ์ ส.สมหมาย ชื่อเล่นว่าอะไร,48VMTxQmXDXmm3lNaovs
ศรนารายณ์ ส.สมหมาย เป็นนักมวยที่ไหน,48VMTxQmXDXmm3lNaovs
ศรนารายณ์ ส.สมหมาย จัดอยู่ในประเภทอะไรของมวย,48VMTxQmXDXmm3lNaovs
ศรนารายณ์ ส.สมหมาย เข้าแข่งขันในรายการอะไร,48VMTxQmXDXmm3lNaovs
อานดรอส เป็นเกาะทางเหนือสุดของหมู่เกาะใด,4BEJEO0YI81Z4z1lnrXG
เกาะมีเนื้อที่เท่าใด,4BEJEO0YI81Z4z1lnrXG
ในสมัยโบราณเป็นที่อยู่อาศัยของชนชาติอะไร,4BEJEO0YI81Z4z1lnrXG
เมื่อ 411 ปีก่อนคริสต์ศักราช ได้เกิดเหตุการณ์ใด,4BEJEO0YI81Z4z1lnrXG
แต่ต่อมาตกอยู่ใต้อำนาจของเวนิส และจักรวรรดิออตโตมันตามลำดับ จนรวมเป็นส่วนหนึ่งของประเทศใด ในปีอะไร,4BEJEO0YI81Z4z1lnrXG
เริ่มแรกสะพานผ่านฟ้าลีลาศมีโครงสร้างเป็นอะไร,4BsqhGmbTdfGQ8BUj69T
ผู้ใดให้มีการสร้างสะพานผ่านฟ้าลีลาศใหม่ให้มีลักษณะใหม่และงดงามขึ้น,4BsqhGmbTdfGQ8BUj69T
ใครเป็นคนตั้งชื่อสะพานผ่านฟ้าลีลาศ,4BsqhGmbTdfGQ8BUj69T
มีการปรับปรุงขยายสะพานผ่านฟ้าลีลาศหลายครั้งเพราะสาเหตุใด,4BsqhGmbTdfGQ8BUj69T
เกอร์รี เพย์ตัน เกิดเมื่อวันที่เท่าไร,4DXNngdRuttYF6DgsF1H
ปัจจุบันมีตำแหน่งอะไร,4DXNngdRuttYF6DgsF1H
เพย์ตันเริ่มต้นอาชีพนักฟุตบอลเมื่อปีใด,4DXNngdRuttYF6DgsF1H
ผลงานที่โดดเด่นคือช่วงเวลาใด,4DXNngdRuttYF6DgsF1H
ก่อนที่เขาจะร่วมงานกับสโมสรอาร์เซนอล เขาเป็นผู้ฝึกสอนอยู่ที่ประเทศอะไร,4DXNngdRuttYF6DgsF1H
ขอทราบชื่อสินค้าหน่อย,4JYndr8U3tF3vrI5kgP9
ราคาเท่าไรหรอครับ,4JYndr8U3tF3vrI5kgP9
มีคุณสมบัติอะไรบ้าง,4JYndr8U3tF3vrI5kgP9
รายละเอียดของสินค้า,4JYndr8U3tF3vrI5kgP9
ขนาดของสินค้า,4JYndr8U3tF3vrI5kgP9
ลักษณะของต้นโกฐจุฬารศ,4KGwnL2H4RLX7wmNXJ0y
โกฐจุฬารศคืออะไร,4KGwnL2H4RLX7wmNXJ0y
เลขที่อยู่ไอพีภาษาอังกฤษคืออะไร,4KoVhRiSItqvpEz1PAfr
เลขที่อยู่ไอพีถูกเรียกอย่างอื่นว่าอะไรบ้าง,4KoVhRiSItqvpEz1PAfr
เลขที่อยู่ไอพีคืออะไร,4KoVhRiSItqvpEz1PAfr
เลขที่อยู่ไอพีมีหน้าที่สำคัญอย่างไรบ้าง,4KoVhRiSItqvpEz1PAfr
บทบาทของเลขที่อยู่ไอพีถูกบรรยายไว้ว่าอะไร,4KoVhRiSItqvpEz1PAfr
กรดซัลฟิวริก มีอีกชื่อหนึ่งว่าอะไร,4McEyubGiZXAdkFdnsZb
กรดซัลฟิวริก มีสูตรเคมีว่า H2SO4 เป็นกรดแร่ (mineral acid) แก่อะไร,4McEyubGiZXAdkFdnsZb
กรดซัลฟิวริก ค้นพบโดยใคร,4McEyubGiZXAdkFdnsZb
ญาบิร เป็นักเคมีประเทศอะไร,4McEyubGiZXAdkFdnsZb
กรดกำมะถัน ทั่วโลกผลิตรวมกันประมาณเท่าไร,4McEyubGiZXAdkFdnsZb
ซิกวิน เป็นชุดเครื่องมืออะไร,4NYCHVaKe9YH5guFulEA
ซิกวิน ทำให้ระบบปฏิบัติการอะไร,4NYCHVaKe9YH5guFulEA
ซิกวิน สามารถปฏิบัติงานได้คล้ายระบบอะไร,4NYCHVaKe9YH5guFulEA
ซิกวิน จุดประสงค์หลักของชุดเครื่องมือนี้คืออะไร,4NYCHVaKe9YH5guFulEA
ซิกวิน ให้มาใช้งานบนวินโดวส์ได้โดยง่าย เช่นอะไร,4NYCHVaKe9YH5guFulEA
รักหลงโรงมีเนื้อเรื่องเกี่ยวกับอะไร,4NiEdXWjlPAZ0EVhI8qk
กำกับการแสดงโดยใคร,4NiEdXWjlPAZ0EVhI8qk
เส้นทางในฐานะนักดนตรีของวงดนตรีสวีตมัลเล็ตเริ่มต้นจากที่ไหน,4PrVAO2HCBjcMmIAF05N
สัญญาครั้งแรกของวงดนตรีสวีตมัลเล็ต จากค่ายอะไร,4PrVAO2HCBjcMmIAF05N
การร้องเพลงครั้งแรกในค่ายจีนี เรคคอร์ดส ชื่อเพลงว่าอะไร,4PrVAO2HCBjcMmIAF05N
การเล่นคอร์ดเสริตครั้งแรกของวง เล่นเปิดให้งานของอะไร,4PrVAO2HCBjcMmIAF05N
การเปิดอัมบั้มครั้งแรกของวง เปิดขึ้นในงานของใคร,4PrVAO2HCBjcMmIAF05N
ปลาบู่เขือคางยื่นมีชื่อทางวิทยาศาสตร์ว่าอย่างไร,4VzSiTQUkEYvvwqX2mrU
ปลาบู่เขือคางยื่นเป็นปลาน้ำเค็มที่จัดอยู่ในวงศ์ใด,4VzSiTQUkEYvvwqX2mrU
ปลาบู่เขือคางยื่นมีรูปร่างคล้ายอะไร อธิบายลักษณะพอความเข้าใจ,4VzSiTQUkEYvvwqX2mrU
ปลาบู่เขือคางยื่นมีชื่อเรียกทางพื้นเมืองว่าอย่างไีรบ้าง,4VzSiTQUkEYvvwqX2mrU
ปลาบู่เขือคางยื่นในแวดวงปลาสวยงามมีชื่อเรียกว่าอะไร,4VzSiTQUkEYvvwqX2mrU
เพราะความรักมันไม่เลือกเวลาเกิด เป็นซิงเกิลของวงอะไน,4WeXzRa7dPhxe0t8dIxk
เพราะความรักมันไม่เลือกเวลาเกิด ประพันธ์โดยใคร,4WeXzRa7dPhxe0t8dIxk
เพราะความรักมันไม่เลือกเวลาเกิด แต่งทำนอง-เรียบเรียงโดยใคร,4WeXzRa7dPhxe0t8dIxk
เพราะความรักมันไม่เลือกเวลาเกิด ออกจำหน่ายและมิวสิกวิดีโอเผยแพร่ในวันที่เท่าไร,4WeXzRa7dPhxe0t8dIxk
เพราะความรักมันไม่เลือกเวลาเกิด โดยมีใครมาร้างประสานด้วย,4WeXzRa7dPhxe0t8dIxk
อำเภอบางระกำห่างจากตัวจังหวัดกี่กิโลเมตร,4bd1HZwzApEZ43kJ6svN
อำเภอบางระกำทิศเหนือติดกับ?,4bd1HZwzApEZ43kJ6svN
อำเภอบางระกำทิศตะวันออกติดกับ?,4bd1HZwzApEZ43kJ6svN
อำเภอบางระกำทิศใต้ติดกับ?,4bd1HZwzApEZ43kJ6svN
อำเภอบางระกำทิศตะวันตกติดกับ?,4bd1HZwzApEZ43kJ6svN
ต้นมณฑามีชื่อทางวิทยาศาสตร์ว่าอย่างไร,4cvxOldCDkekhtU52HCT
ต้นมณฑาถือว่าจัดเป็นพืชในสกุลอะไร,4cvxOldCDkekhtU52HCT
ต้นมณฑามีลักษณะพรรณไม้เป็นอย่างไร จงอธิบาย,4cvxOldCDkekhtU52HCT
ต้นมณฑามีการกระจายในประเทศอะไร แถบโซนอะไร,4cvxOldCDkekhtU52HCT
ต้นมณฑานิยมนำไปปลูกเป็นต้นไม้ชนิดใด เพราะอะไร,4cvxOldCDkekhtU52HCT
เอ็กโคแอนด์เดอะบันนีเมน (อังกฤษ: Echo & the Bunnymen) เป็นวงร็อกจากประเทศอะไร ?,4dmX4lRm5lvNZmmnOTfo
ก่อตั้งในเมืองลิเวอร์พูลโดยนักร้องนำคือ ?,4dmX4lRm5lvNZmmnOTfo
ในปี 1980 พวกเขาได้เปิดตัวอัลบั้มชื่อว่า ?,4dmX4lRm5lvNZmmnOTfo
ในปี 1989 เดอ ฟรีทัส เสียชีวิตจากอุบัติเหตุ คือ ?,4dmX4lRm5lvNZmmnOTfo
แมคัลลอก และ ซาร์เจนต์ ได้ก่อตั้งวงใหม่ที่ชื่อว่า ?,4dmX4lRm5lvNZmmnOTfo
คู สตาร์ก เกิดวันที่เท่าไร,4fBQScSU7CFxmpu1j8My
คู สตาร์ก ทำอาชีพอะไร,4fBQScSU7CFxmpu1j8My
คู สตาร์ก มีชื่อเสียงจากการรับบทอะไร,4fBQScSU7CFxmpu1j8My
คู สตาร์ก คบหากับใคร,4fBQScSU7CFxmpu1j8My
คู สตาร์ก เกิดที่ประเทศอะไร,4fBQScSU7CFxmpu1j8My
มานิตย์ ภู่อารีย์ มีตำแหน่งอะไร,4hMZXTW0G7LcQbhB8KD8
มานิตย์ ภู่อารีย์ เกิดวันที่เท่าไร,4hMZXTW0G7LcQbhB8KD8
มานิตย์ ภู่อารีย์ เสียชีวิตเมื่อไร,4hMZXTW0G7LcQbhB8KD8
มานิตย์ ภู่อารีย์ เกิดที่ไหน,4hMZXTW0G7LcQbhB8KD8
มานิตย์ ภู่อารีย์ ได้รับการศึกษาอะไร,4hMZXTW0G7LcQbhB8KD8
เอ๋อเหรอ เป็นภาพยนตรืประเทศอะไร,4j7QhL45Ba6enZeSlRWi
เอ๋อเหรอ ออกฉายเมื่อวันที่เท่าไร,4j7QhL45Ba6enZeSlRWi
เอ๋อเหรอ เป็นภาพยนตร์แนวอะไร,4j7QhL45Ba6enZeSlRWi
เอ๋อเหรอ ซึ่งเนื้อเรื่องในภาพยนตร์เป็นยังไง,4j7QhL45Ba6enZeSlRWi
เอ๋อเหรอ ทำให้นักแสดงได้รับรางวัลอะไรบ้าง,4j7QhL45Ba6enZeSlRWi
ขอทราบชื่อสินค้าหน่อย,4jcpPBa5cVKJAhlj6TZz
ราคาเท่าไรหรอครับ,4jcpPBa5cVKJAhlj6TZz
มีคุณสมบัติอะไรบ้าง,4jcpPBa5cVKJAhlj6TZz
รายละเอียดของสินค้า,4jcpPBa5cVKJAhlj6TZz
ขนาดของสินค้า,4jcpPBa5cVKJAhlj6TZz
พระรามสัมพุทธเจ้า กล่าวถึงเรื่องใด?,4jwVjT2GsVkJKxxcA3iF
เทนนิสเป็นกีฬาที่เล่นที่ไหน,4kH4l2vFV84dlUp0GmKg
เทนนิสมีประเภทอะไรบ้าง,4kH4l2vFV84dlUp0GmKg
วิธีการเล่นเทนนิส,4kH4l2vFV84dlUp0GmKg
กีฬาเทนนิสถือกำเนิดช่วงไหน,4kH4l2vFV84dlUp0GmKg
เทนนิสได้กลายเป็นกีฬาอาชีพเมื่อใด,4kH4l2vFV84dlUp0GmKg
วุฒิชัย สงวนวงศ์ชัย ในอดีตทำอาชีพอะไร,4ltjvIdcCQBVgoIbzEAy
วุฒิชัย สงวนวงศ์ชัย รัฐมนตรีอะไร,4ltjvIdcCQBVgoIbzEAy
วุฒิชัย สงวนวงศ์ชัย อยู่รัฐบาลของใคร,4ltjvIdcCQBVgoIbzEAy
วุฒิชัย สงวนวงศ์ชัย อดีตสมาชิกสภาผู้แทนราษฎรจังหวัดอะไร,4ltjvIdcCQBVgoIbzEAy
วุฒิชัย สงวนวงศ์ชัย สังกัดพรรคอะไร,4ltjvIdcCQBVgoIbzEAy
วัดทุ่งเศรษฐีตั้งอยู่ที่ไหน,4m9E4lP5pDkXaWg7tpTa
วัดทุ่งเศรษฐีมีอีกชื่อว่าอะไร,4m9E4lP5pDkXaWg7tpTa
สะพานภูมิพล ชื่อเดิมว่าอะไร,4mL1wlhg3MiihDam3GNW
สะพานภูมิพล เป็นสะพานอะไร,4mL1wlhg3MiihDam3GNW
สะพานภูมิพล เชื่อมระหว่างถนนอะไร,4mL1wlhg3MiihDam3GNW
สะพานภูมิพล มีลักษณะอย่างไร,4mL1wlhg3MiihDam3GNW
สะพานภูมิพล ทางด้านเหนือหรืออะไร,4mL1wlhg3MiihDam3GNW
เอ็กซ์ตรีมรูลส์ เป็นการแสดงอะไร,4o84Cio7zxfkjKHsQryI
เอ็กซ์ตรีมรูลส์ เป็นการแสดงมวยปล้ำอาชีพแบบอะไร,4o84Cio7zxfkjKHsQryI
เอ็กซ์ตรีมรูลส์ กำหนดจัดวันที่เท่าไร,4o84Cio7zxfkjKHsQryI
เอ็กซ์ตรีมรูลส์ จัดขึ้นในปีอะไร,4o84Cio7zxfkjKHsQryI
เอ็กซ์ตรีมรูลส์ จัดขึ้นที่ไหน,4o84Cio7zxfkjKHsQryI
พิพิธบางลำพู คืออะไร,4rCaushMDunTVDFIZ8rM
พิพิธบางลำพู ตั้งอยู่ที่ไหน,4rCaushMDunTVDFIZ8rM
พิพิธบางลำพู ปัจจุบันอยู่ในความดูแลของใคร,4rCaushMDunTVDFIZ8rM
สำนักทรัพย์สินมีค่าของแผ่นดิน อยู่กรมอะไร,4rCaushMDunTVDFIZ8rM
พิพิธบางลำพู สร้างขึ้นเพื่ออะไร,4rCaushMDunTVDFIZ8rM
มหาวิทยาลัยวาเซดะ มีชื่อย่อว่าอะไร,4yVTimRvttQauQgxldmO
มหาวิทยาลัยวาเซดะ อยู่เขตอะไร,4yVTimRvttQauQgxldmO
มหาวิทยาลัยวาเซดะ อยู่ในเมืองอะไร,4yVTimRvttQauQgxldmO
มหาวิทยาลัยวาเซดะ ก่อตั้งเมื่อไร,4yVTimRvttQauQgxldmO
มหาวิทยาลัยวาเซดะ มีชื่อเสียงมากจากด้านอะไร,4yVTimRvttQauQgxldmO
พินินฟารินามีชื่อเดิมว่าอะไร,519ZP89WVFUAdvpxcHGn
พินินฟารินามาจากชื่ออะไร,519ZP89WVFUAdvpxcHGn
"บาตติสตา ""พินิน"" ฟารินามีผลงานออกแบบและสร้างรถยนต์ให้บริษัทใดบ้าง",519ZP89WVFUAdvpxcHGn
กลองตึ่งโนง หรืออีกชื่อหนึ่งว่าอะไร,530kP7Dv7PMkpVlaafnt
กลองตึ่งโนง เป็นกลองล้านนาทางภาคอะไร,530kP7Dv7PMkpVlaafnt
ตัวกลองจะยาว มากขนาดเท่าไร,530kP7Dv7PMkpVlaafnt
กลองตึ่งโนง ใช้ตีเป็นอะไร,530kP7Dv7PMkpVlaafnt
กลองตึ่งโนง ประกอบกับเครื่องมือดนตรีอะไรบ้าง,530kP7Dv7PMkpVlaafnt
ตำบลนาวง ตั้งอยู่ที่จังหวัดใด,54TXM4UVNT0wmEYk2Og0
ในรัชกาลที่ 5 ได้ทรงยกฐานะระดับหมู่บ้านเป็นระดับตำบลมีชื่อว่าอะไร,54TXM4UVNT0wmEYk2Og0
พรรคเพื่อไทยจัดตั้งวันที่,57kGzl8eYVVQEDeaclbC
ยุทธศักดิ์ ศศิประภา ได้รับยศอะไร,58gpfXcbzmwbPZW4yMLZ
ยุทธศักดิ์ ศศิประภา อดีตสมาชิกอะไร,58gpfXcbzmwbPZW4yMLZ
ยุทธศักดิ์ ศศิประภา เป็นประธานสหพันธ์อะไร,58gpfXcbzmwbPZW4yMLZ
ยุทธศักดิ์ ศศิประภา เป็นอดีตรัฐมนตรีช่วยว่าการกระทรวงอะไร,58gpfXcbzmwbPZW4yMLZ
ยุทธศักดิ์ ศศิประภา เป็นอดีตที่ปรึกษาอะไร,58gpfXcbzmwbPZW4yMLZ
อิซาเบล ลูคัส เกิดวันที่เท่าไร,5DSJaRCOD4DtmnQ2dJNG
อิซาเบล ลูคัส มีอาชีพอะไร,5DSJaRCOD4DtmnQ2dJNG
อิซาเบล ลูคัส เป็นที่รู้จักจากบทบาทอะไร,5DSJaRCOD4DtmnQ2dJNG
อิซาเบล ลูคัส รู้จักครั้งแรกในละครโทรทัศน์ของอะไร,5DSJaRCOD4DtmnQ2dJNG
อิซาเบล ลูคัส ปี ค.ศ 2008 เธอย้ายไปอยู่ไหน,5DSJaRCOD4DtmnQ2dJNG
ชื่อเรียกของปลากระแห,5DmWy39YOdw8R4nQHU03
อาหารจากปลากระแห,5DmWy39YOdw8R4nQHU03
แหล่งที่อยู่ปลากระแห,5DmWy39YOdw8R4nQHU03
ลักษณะของปลากระแห,5DmWy39YOdw8R4nQHU03
เจ้าหญิงเลโอนอร์ ดัชเชสแห่งกอตลันด์ประสูติเมื่อใด,5ECVyFHROFP3eiKT6xVO
เจ้าหญิงเลโอนอร์ ดัชเชสแห่งกอตลันด์เป็นำพระธิดาของใคร,5ECVyFHROFP3eiKT6xVO
เจ้าหญิงเลโอนอร์ ดัชเชสแห่งกอตลันด์ประสูติที่ใด,5ECVyFHROFP3eiKT6xVO
ถวายสดุดีเจ้าหญิงเลโอนอร์ ดัชเชสแห่งกอตลันด์ที่ใด,5ECVyFHROFP3eiKT6xVO
วัดมุมลังกา ตั้งอยู่ทางตะวันออกของถนนอะไร ?,5EHpZ9x9oOM7osirWI94
ไม่ปรากฏหลักฐานประวัติในการสร้าง เนื่องจาก ?,5EHpZ9x9oOM7osirWI94
นักวิชาการสันนิษฐานว่าอาจเป็น วัดอะไร ?,5EHpZ9x9oOM7osirWI94
ตามที่ปรากฏชื่อในจารึกวัดอโสการาม ที่กล่าวว่าสร้างขึ้นประมาณ พ.ศ.  ใด ?,5EHpZ9x9oOM7osirWI94
เจดีย์ประธานเหลือแต่ฐาน มีวิหารอยู่ด้านใด ?,5EHpZ9x9oOM7osirWI94
ดาราจักรชนิดก้นหอย ถูกจัดแบ่งโดยใคร,5Euu11xK0r5YcYnqUI0N
ดาราจักรชนิดก้นหอยประกอบด้วยอะไรบ้าง,5Euu11xK0r5YcYnqUI0N
พบได้มากที่สุดในบริเวณใด,5Euu11xK0r5YcYnqUI0N
ดาราจักรชนิดก้นหอยคิดเป็นกี่เปอร์เซนต์ของดาราจักรทั้งหมดในเอกภพ,5Euu11xK0r5YcYnqUI0N
รูปแบบโครงสร้างดาราจักรชนิดก้นหอย,5Euu11xK0r5YcYnqUI0N
วนิษา เรซ เป็นบุตรสาวของใคร,5HtL1keHeOg41yCiVLNX
วนิษา เรซ จบการศึกษาระดับอะไร,5HtL1keHeOg41yCiVLNX
วนิษา เรซ จบการศึกษาคณะอะไร,5HtL1keHeOg41yCiVLNX
วนิษา เรซ เขียนหนังสือชื่ออะไร,5HtL1keHeOg41yCiVLNX
วนิษา เรซ จัดรายการวิทยุอะไรบ้าง,5HtL1keHeOg41yCiVLNX
การไม่มีศาสนาคืออะไร,5IoZVy4oXa2u2D9jCe0O
การไม่มีศาสนาหมายถึงอะไรบ้าง,5IoZVy4oXa2u2D9jCe0O
บางคนเหมารวมว่าคนที่ไม่มีศาสนาเป็นอย่างไร,5IoZVy4oXa2u2D9jCe0O
วังเทวะเวสม์ เป็นวังของใคร,5Ju7EN99unr2mqoJIeo2
พระบาทสมเด็จพระมงกุฎเกล้าเจ้าอยู่หัวทรงสร้างวังเทวะเวสม์ใครผู้ใด,5Ju7EN99unr2mqoJIeo2
วังเทวะเวสม์ ตั้งอยู่ที่ใด,5Ju7EN99unr2mqoJIeo2
ตำหนักใหญ่ วังเทวะเวสม์ ออกแบบโดยใคร,5Ju7EN99unr2mqoJIeo2
ตำหนักใหญ่ วังเทวะเวสม์มีลักษณะแบบใด,5Ju7EN99unr2mqoJIeo2
อาคารย่อยของวังเทวะเวสม์ประกอบไปด้วยกี่ตึก,5Ju7EN99unr2mqoJIeo2
อาคารย่อยของวังเทวะเวสม์ออกแบบโดยใคร,5Ju7EN99unr2mqoJIeo2
ปัจจุบันทำอาชีพอะไร,5MmIDTlvxVnJrSsxTN8d
จำนวนลูก,5MmIDTlvxVnJrSsxTN8d
จังหวัดเฟลโฟลันด์ เป็นจังหวัดในประเทศอะไร,5OWnUWfFBIY3BnZQV4Zf
จังหวัดเฟลโฟลันด์ ตั้งอยู่ส่วนในของประเทศ,5OWnUWfFBIY3BnZQV4Zf
จังหวัดเฟลโฟลันด์ ก่อตั้งเป็นจังหวัดเมื่อวันที่เท่าไร,5OWnUWfFBIY3BnZQV4Zf
จังหวัดเฟลโฟลันด์ ประกอบด้วยกี่เทศบาล,5OWnUWfFBIY3BnZQV4Zf
จังหวัดเฟลโฟลันด์ มีเมืองอะไรเป็นเมืองหลัก,5OWnUWfFBIY3BnZQV4Zf
ฟุจิวะระ โนะ นะกะโกะ เป็นพระชายาของใคร,5P7cIHDI58bRDhagqc5a
จักรพรรดิญี่ปุ่นมีชื่อว่าอะไร,5P7cIHDI58bRDhagqc5a
จักรพรรดิญี่ปุ่น เป็นผู้อ้างสิทธิถึงอะไร,5P7cIHDI58bRDhagqc5a
จักรพรรดิผู้อ้างสิทธิ์องค์ที่ 4 จากราชสำนักอะไร,5P7cIHDI58bRDhagqc5a
ฟุจิวะระ โนะ นะกะโกะ เป็นพระราชมารดาของใคร,5P7cIHDI58bRDhagqc5a
แผ่นดินไหวในเกาะฮาวาย เกิดวันที่เท่าใด,5PCnY7TFbODyVXavxktc
แผ่นดินไหวในเกาะฮาวาย เกิดแผ่นดินไหวขนาดกี่แมกนิจูก,5PCnY7TFbODyVXavxktc
แผ่นดินไหวในเกาะฮาวาย เกิดขึ้นที่บริเวณใด,5PCnY7TFbODyVXavxktc
แผ่นดินไหวในเกาะฮาวายครั้งนี้เกิดขึ้นพร้อมกับการปะทุของสิ่งใด,5PCnY7TFbODyVXavxktc
แผ่นดินไหวในเกาะฮาวายเกิดคลื่นสึนามิสูงเท่าไหร่,5PCnY7TFbODyVXavxktc
นาซีจัมปูร์มีเครื่องเคียงใดบ้าง,5PMTg8MduxwmLDPXzI2u
นาซีจัมปูร์ เป็นอาหารหลักของประเทศใด,5PMTg8MduxwmLDPXzI2u
ชวาเรียกนาซีจัมปูร์ว่าอะไร,5PMTg8MduxwmLDPXzI2u
ชาวอินโดนีเซียเชื้อสายจีน  นิยมเรียกนาซีจัมปูร์ว่าอะไร,5PMTg8MduxwmLDPXzI2u
เทศมณฑลอัลบา ตั้งอยุ่ทางทิศอะไรของภูมิภาค,5Qm9T08S5Ew3GuW6fV1i
เทศมณฑลอัลบา อยู่ภูมิภาคอะไร,5Qm9T08S5Ew3GuW6fV1i
เทศมณฑลอัลบา มีพื้นที่เท่าไร,5Qm9T08S5Ew3GuW6fV1i
เทศมณฑลอัลบา มีประชากรเท่าไร,5Qm9T08S5Ew3GuW6fV1i
เมืองหลักของเทศมณฑลนี้คืออัลบายูเลียซึ่งมีประชากรทั้งหมดเท่าไร,5Qm9T08S5Ew3GuW6fV1i
ต้นมะขามมีชื่อทางวิทยาศาสตร์ว่าอย่างไร,5RUqM3UoZaDUuOImWmLU
ต้นมะขามจัดเป็นพรรณไม้อยู่ในวงศ์ใด,5RUqM3UoZaDUuOImWmLU
ต้นมะขามมีชื่อสามัญเรียกว่าอะไร,5RUqM3UoZaDUuOImWmLU
ต้นมะขามมีคุณลักษณะพรรณไม้อย่างไรอธิบายโดยละเอียด,5RUqM3UoZaDUuOImWmLU
ต้นมะขามมีสรรพคุณทางสมุนไพรอย่างไรจงอธิบายโดยละเอียด,5RUqM3UoZaDUuOImWmLU
ภาษากันนาดาเป็นภาษากลุ่มใด,5Ry8FLfbBgw7lbVehJaT
ภาษากันนาดาใช้พูดที่ใด,5Ry8FLfbBgw7lbVehJaT
ภาษากันนาดาได้รับอิทธิพลด้านคำศัพท์จากภาษาใด,5Ry8FLfbBgw7lbVehJaT
วรรณคดีรุ่นแรก ๆ ที่เขียนด้วยภาษากันนาดาคืออะไร,5Ry8FLfbBgw7lbVehJaT
จากหลักฐานทางโบราณคดี การเขียนทางการค้าของภาษากันนาดาเริ่มเมื่อประมาณใด,5Ry8FLfbBgw7lbVehJaT
เดอะแคทาลิสต์ เป็นเพลงของวงดนตรีแนวอะไร,5Te90BPOTSDvyi97KxmH
เดอะแคทาลิสต์ เป็นนักร้องประเทศอะไร,5Te90BPOTSDvyi97KxmH
ลิงคินพาร์ก ออกจำหน่ายเมื่อวันที่เท่าไร,5Te90BPOTSDvyi97KxmH
เดอะแคทาลิสต์ เป็นซิงเกิลแรกจากสตูดิโออัลบั้มชุดที่เท่าไร,5Te90BPOTSDvyi97KxmH
เดอะแคทาลิสต์ ออกจำหน่ายในวันที่เท่าไร,5Te90BPOTSDvyi97KxmH
เส้นฟรอนโฮเฟอร์คืออะไร,5ULhBBNmXBL7ycF5PnqW
เส้นฟรอนโฮเฟอร์ตั้งชื่อตามนักฟิสิกส์คนใด,5ULhBBNmXBL7ycF5PnqW
เส้นฟรอนโฮเฟอร์เดิมสังเกตเห็นเป็นแบบใด,5ULhBBNmXBL7ycF5PnqW
ใครเป็นบุคคลแรกที่จดบันทึกรูปลักษณ์ของแถบมืดในสเปกตรัมดวงอาทิตย์,5ULhBBNmXBL7ycF5PnqW
อีกราว 45 ปีให้หลังกุสตาฟ คีร์ชฮอฟและโรเบิร์ต บุนเซนสังเกตว่าเส้นเฟราน์โฮเฟอร์เป็นแบบใด,5ULhBBNmXBL7ycF5PnqW
กุสตาฟ คีร์ชฮอฟและโรเบิร์ต บุนเซนสรุปเรื่องเส้นฟรอนโฮเฟอร์ได้ว่าอย่างไร,5ULhBBNmXBL7ycF5PnqW
ระบิล บุนนาค เกิดเมื่อปีพุทธศักราชอะไร,5VZCjngKK3nmTkgLu6g6
ระบิล บุนนาค เกิดที่ไหน,5VZCjngKK3nmTkgLu6g6
ระบิล บุนนาค เป็นบุตรชายของใคร,5VZCjngKK3nmTkgLu6g6
ระบิล บุนนาค มีน้องสาวร่วมบิดามารดาอีกกี่คน,5VZCjngKK3nmTkgLu6g6
ระบิล บุนนาค มีน้องสาวชื่ออะไรบ้าง,5VZCjngKK3nmTkgLu6g6
แพ็ก กวัง-ฮย็อน เกิดปีอะไร,5Wgru6RZoGg6RlzAFWVD
แพ็ก กวัง-ฮย็อน เสียชีวิตปีอะไร,5Wgru6RZoGg6RlzAFWVD
แพ็ก กวัง-ฮย็อน ทำอาชีพอะไร,5Wgru6RZoGg6RlzAFWVD
แพ็ก กวัง-ฮย็อน อยู่รัชสมัยอะไร,5Wgru6RZoGg6RlzAFWVD
แพ็ก กวัง-ฮย็อน ได้ถูก นำเรื่องราวของเขามาสร้างเป็นละครชุดเกาหลีในชื่อภาษาไทยว่าอะไร,5Wgru6RZoGg6RlzAFWVD
อะบู อัลวาฟา บัซจานีคือใคร,5XiBDaUCedSxpZwsD0i8
อะบู อัลวาฟา บัซจานีมีผลงานโดดเด่นด้านคณิตศาสตร์เรื่องอะไร,5XiBDaUCedSxpZwsD0i8
อะบู อัลวาฟา บัซจานีใช้เครื่องมือทางดาราศาสตร์อะไรเป็นคนแรก,5XiBDaUCedSxpZwsD0i8
ปัจจุบันชืออะบู อัลวาฟา บัซจานีได้รับเกียรติมาตั้งเป็นชื่อของอะไร,5XiBDaUCedSxpZwsD0i8
อะบู อัลวาฟา บัซจานีเกิดเมื่อไหร่,5XiBDaUCedSxpZwsD0i8
ตำนานลับจักรพรรดิเฉียนหลงอิงจากเหตุการณ์ใดในอดีต,5YKMsd03VxWeKub2QPD7
หย่งเจิ้น องค์ชายสี่ ทำอย่างไรให้ตนเองมีสิทธิ์ขึ้นครองราชย์บัลลังก์,5YKMsd03VxWeKub2QPD7
กองกำลังร่วมป้องกันตนแห่งโคลอมเบีย ก่อตั้งขึ้นเมื่อไหร่,5YgLxLBOkGQcnd191j0q
จุดประสงค์ของการก่อตั้ง กองกำลังร่วมป้องกันตนแห่งโคลอมเบีย มีเพื่ออะไร,5YgLxLBOkGQcnd191j0q
